id,sentence,dataset,index,guideline,label
1409,I_x0018_d kill every single rat on earth,dynahate,40860,hatecrime victim,0
1410,DEATH TO ALL NIGGERS! that was what my neighbour shouted at me today.,dynahate,4550,hatecrime victim,0
1411,I hate this racist society!,dynahate,36552,hatecrime victim,0
1412,As a black person all I hear about is blacks should die,dynahate,4456,hatecrime victim,0
1413,I hear all blacks should die all the time (I am black) it_x0019_s disgusting,dynahate,4464,hatecrime victim,0
1414,cops should kill themselves,dynahate,37431,hatecrime victim,0
1415,I'm all for death penalty if that means killing you,dynahate,10653,hatecrime victim,0
1416,All of you should no longer exist,dynahate,5723,hatecrime victim,0
1417,I hate people who hate immigrants,dynahate,38732,contempt despise dislike,0
1418,I hate racist people,dynahate,36467,contempt despise dislike,0
1419,I hate people who hate foreigners,dynahate,38734,contempt despise dislike,0
1420,I hate people who hate gays,dynahate,38728,contempt despise dislike,0
1421,I hate people who hate gay people,dynahate,38729,contempt despise dislike,0
1422,I hate people who hate blacks,dynahate,38712,contempt despise dislike,0
1423,I hate people who hate whites,dynahate,38723,contempt despise dislike,0
1424,I hate people who hate black people,dynahate,111,contempt despise dislike,0
1425,I hate people who hate brown people,dynahate,38714,contempt despise dislike,0
1426,I hate people who hate white people,dynahate,38722,contempt despise dislike,0
1427,I hate people who hate refugees,dynahate,38733,contempt despise dislike,0
1428,I hate some people,dynahate,35714,contempt despise dislike,0
1429,i don't really care if you call them'people'. I will NEVER associate with those monsters,dynahate,12035,contempt despise dislike,0
1430,I hate people who hate muslims,dynahate,38711,contempt despise dislike,0
1431,I hate people who are anti gay-rights,dynahate,36498,contempt despise dislike,0
1432,I mean because I don't particularly like the druggies,dynahate,22490,contempt despise dislike,0
1433,I hate white supremacists,dynahate,36497,contempt despise dislike,0
1434,it annoys me when people say they hate black people,dynahate,38738,contempt despise dislike,0
1435,I hate people who hate asians,dynahate,38715,contempt despise dislike,0
1436,I dont hate Muslims,dynahate,10001,contempt despise dislike,0
1437,I hate people who hate asian people,dynahate,38716,contempt despise dislike,0
1438,I hate people who hate African people,dynahate,38727,contempt despise dislike,0
1439,I hate people who hate latinos,dynahate,41126,contempt despise dislike,0
1440,it annoys me when people say they hate muslims,dynahate,38737,contempt despise dislike,0
1441,I hate people,dynahate,36504,contempt despise dislike,0
1442,I hate fucking nazis,dynahate,37643,contempt despise dislike,0
1443,I hate people who hate africans,dynahate,38726,contempt despise dislike,0
1444,I do not hate the Jews,dynahate,39677,contempt despise dislike,0
1445,I hate misogynists,dynahate,36472,contempt despise dislike,0
1446,I hate people who hate disabled people,dynahate,38721,contempt despise dislike,0
1447,I hate people who hate asylum seekers,dynahate,38736,contempt despise dislike,0
1448,I fucking despise some people,dynahate,40380,contempt despise dislike,0
1449,I hate people who hate Indians,dynahate,38718,contempt despise dislike,0
1450,I hate people who hate jews,dynahate,298,contempt despise dislike,0
1451,I hate people who hate handicapped people,dynahate,38730,contempt despise dislike,0
1452,I hate people who hate Indian people,dynahate,38719,contempt despise dislike,0
1453,I hate that people dislike black people purely because of their complexion,dynahate,40400,contempt despise dislike,0
1454,I hate people who hate jewish people,dynahate,38725,contempt despise dislike,0
1455,I hate people who hate Chinese people,dynahate,38717,contempt despise dislike,0
1456,I_x0018_m fucking sick of homophobic people,dynahate,40842,contempt despise dislike,0
1457,I hate haters,dynahate,36526,contempt despise dislike,0
1458,I hate all those commies,dynahate,215,contempt despise dislike,0
1459,I hate people who are dumb,dynahate,33223,contempt despise dislike,0
1460,I do not think that all immigrants are scum,dynahate,38961,contempt despise dislike,0
1461,You know I fucking hate them,dynahate,40276,contempt despise dislike,0
1462,There's nothing i hate more than seeing trans people getting oppressed,dynahate,40786,contempt despise dislike,0
1463,I hate the idea of killing all blacks,dynahate,34858,contempt despise dislike,0
1464,homophobes in general are abhorrent,dynahate,4867,contempt despise dislike,0
1465,Whether or not I'm disabled is besides the point - I just hate it when people use slurs,dynahate,3557,contempt despise dislike,0
1466,I_x0019_m sick of people that hate Jews and say they should be exterminated,dynahate,36868,contempt despise dislike,0
1467,i understand why black people would choose not to associate with these types of circles,dynahate,7710,contempt despise dislike,0
1468,it is incorrect to say 'I hate black people',dynahate,6081,contempt despise dislike,0
1469,I don't fucking hate my friends,dynahate,33725,contempt despise dislike,0
1470,I hate people who hate women,dynahate,38731,contempt despise dislike,0
1471,homophobes are disgusting,dynahate,37451,contempt despise dislike,0
1472,it is not a good idea to be disdainful of foreigners,dynahate,1489,contempt despise dislike,0
1473,I do not hate my extended family just the majority of them,dynahate,8611,contempt despise dislike,0
1474,I h8 just as much as the next guy those people who say that the god damn afros ain't cool as shit,dynahate,27118,contempt despise dislike,0
1475,These hateful guys are unlovable,dynahate,7146,contempt despise dislike,0
1476,I hate the concept of hate,dynahate,34769,contempt despise dislike,0
1477,I don't get along with any of the tight-laced heterosexual people where I work,dynahate,1760,contempt despise dislike,0
1478,They hate me because I'm black,dynahate,39870,contempt despise dislike,0
1479,I hate it when they say muslims are weird and they should be killed,dynahate,35200,contempt despise dislike,0
1480,I'm not gay but I understand that they have to deal with so much shit all the time,dynahate,7824,contempt despise dislike,0
1481,I hate that Muslims cannot roam the streets,dynahate,40876,contempt despise dislike,0
1482,I fucking love muslims,dynahate,16240,contempt despise dislike,0
1483,I hate people who hate Pakistani people,dynahate,38720,contempt despise dislike,0
1484,i hate them liberal yuppies,dynahate,35546,contempt despise dislike,0
1485,I HATE ALL YOU DIRTY NIGGERS - that's what I was told by my employer,dynahate,4579,contempt despise dislike,0
1486,I hate that people think you can say immigrants are all lazy,dynahate,9202,contempt despise dislike,0
1487,I hate it when they say black people are not human and they should be killed,dynahate,35203,contempt despise dislike,0
1488,I hate the idea of killing all black people,dynahate,34825,contempt despise dislike,0
1489,i would considered hate as a crime if i acted based on that hate such as killing immigrants or blacks based on my hate towards them .,dynahate,12444,contempt despise dislike,0
1490,I hate hate,dynahate,36523,contempt despise dislike,0
1491,I do not think that all white people are scum,dynahate,38949,contempt despise dislike,0
1492,I_x0018_m an immigrant and I_x0018_m not a killer,dynahate,40430,contempt despise dislike,0
1493,Chinese people are more likely to die of coronavirus? It's awful when you get the virus!,dynahate,7555,spread virus,0
1494,you can't blame the chinese for fucking covid,dynahate,3996,spread virus,0
1495,Stop fucking attacking Chinese people. They are fighting against Covid too. Fuck man. Stop the ignorant shit.,dynahate,31547,spread virus,0
1496,I feel so bad for chinese people recently because of the racism associated with COVID,dynahate,7595,spread virus,0
1497,There's vile rhetoric going around about Chinese people right now,dynahate,5475,spread virus,0
1498,Chinese tycoon who criticized Xi Jinping's handling of the deadly virus is jailed for 18 years. He fucked around and now he's paying for it.,dynahate,20819,spread virus,0
1499,"My Chinese co-worker was harassed last week because ""your people started this whole Kung flu""",dynahate,15320,spread virus,0
1500,we don't deserve all this death but you know who does. the lab in china which started this virus!,dynahate,9127,spread virus,0
1501,Fuck China'. Fuck you racist,dynahate,15864,spread virus,0
1502,This asshole really called Chinese people a virus and strongly believes he's not racist. 1) Chinese+Covid is a stereotype 2) Indians+Dirty is also a stereotype. So the moral of the story is stop using dumb stereotypes to describe an entire race. I'm sure you didn't like me calling you filthy bro.,dynahate,31555,spread virus,0
1503,I honestly couldn't give two fucks about whether this virus originated in china or not. It's here now so we have to deal with it,dynahate,24480,spread virus,0
1504,China is more plagued by the virus than we are but 195 Million Chinese Students Are In School. Why Aren't Our Kids?,dynahate,20720,spread virus,0
1505,coronavirus is fucking up this country,dynahate,14558,spread virus,0
1506,It is not the fault of the Chinese for transmitting Covid19,dynahate,9078,spread virus,0
1507,the disease came from china,dynahate,35409,spread virus,0
1508,the amount of fucking hate chinese people get is disgusting,dynahate,40817,spread virus,0
1509,the new corona plague has spread across the whole fucking world,dynahate,4233,spread virus,0
1510,The WHO is fucking freaking us out regarding COVID19,dynahate,4320,spread virus,0
1511,"Presenter Tonight: Chinese Whistleblower. ""This virus was made in a lab & I can prove it."" Update: FB is trying its best to censor this video......",dynahate,23286,spread virus,0
1512,the new covid plague has spread across the whole fucking world,dynahate,4231,spread virus,0
1513,the chinese communist regime is repeatedly disgracing itself for all the world to see,dynahate,20711,spread virus,0
1514,Chinese media finally step up campaign to muddy probe into virus origins,dynahate,22620,spread virus,0
1515,so many people have died in this country because of fucking corona,dynahate,3823,spread virus,0
1516,Fucking tourists should refrain from coming to this country. They are the virus and now they want to come here and spread covid more? Give me a breakkkkkkk,dynahate,3369,spread virus,0
1517,Coronavirus is a plague that has been bought on by virus marriage.,dynahate,34135,spread virus,0
1518,"Excuse me for butting in but how can you say to anyone ""I think that's very disrespectful of you"" when you keep repeating that the Chinese people eating bats and dogs have spread covid?",dynahate,31553,spread virus,0
1519,this virus will ruin the country,dynahate,10873,spread virus,0
1520,the fucking corona plague keeps on spreading,dynahate,4229,spread virus,0
1521,the covid plague has spread across the whole world,dynahate,4223,spread virus,0
1522,so many people have died in this country because of fucking corona and this government,dynahate,3828,spread virus,0
1523,The war on china is real as the Chinese Yuan currency is tanking miserably,dynahate,20754,spread virus,0
1524,This pandemic is a plague that has ruined the world,dynahate,4234,spread virus,0
1525,we need to get covid out of our country!,dynahate,4241,spread virus,0
1526,Coronavirus is a fucking disaster I wish it would die out,dynahate,3716,spread virus,0
1527,the fucking covid plague keeps on spreading,dynahate,4221,spread virus,0
1528,so many people have died in this country because of fucking covid,dynahate,3826,spread virus,0
1529,The number of coronavirus here makes me want to vomit,dynahate,8954,spread virus,0
1530,One more human right abuse from the chinese government from the countless amounts.,dynahate,20918,spread virus,0
1531,more people have died all because of fucking corona,dynahate,4150,spread virus,0
1532,this new virus is a fucking disaster I wish it would die out,dynahate,3718,spread virus,0
1533,stop saying that Chinese people are vile,dynahate,38776,spread virus,0
1534,fuck covid for destroying the world,dynahate,3982,spread virus,0
1535,I hate people who hate Chinese people,dynahate,38717,spread virus,0
1536,covid has caused fucking disaster to our country I wish it would fucking die out,dynahate,11216,spread virus,0
1537,Some of the same people complaining about how no one shouldnï¿½ï¿½ï¿½t name blame this new variant on the U.K. are the same people calling Covid the ï¿½ï¿½ï¿½Chinese Virusï¿½ï¿½ï¿½ #Covid19UK,dynahate,31537,spread virus,0
1538,Corona-strains are viruses. They are making all society unwell with their spread.,dynahate,9608,spread virus,0
1539,fuck covid,dynahate,3832,spread virus,0
1540,thanks to fucking corona this country is in deep shit,dynahate,3776,spread virus,0
1541,this place has been contaminated by the virus,dynahate,3168,spread virus,0
1542,it is definitely false to say that all chinese transmit Covid19,dynahate,9072,spread virus,0
1543,why did fucking covid come to this country and destroy everything,dynahate,3795,spread virus,0
1544,More pain ahead for the chinese bond market thanks to the virus,dynahate,20729,spread virus,0
1545,when fucking covid came over here everything got a lot worse,dynahate,4031,spread virus,0
1546,Fuck Covid!,dynahate,24689,spread virus,0
1547,the fucking world is ending because of covid,dynahate,11711,spread virus,0
1548,covid-19 now travels by aerosol and by arsehole,dynahate,23991,spread virus,0
1549,The Cyber Wars between China and the US have BEGUN!!!!!,dynahate,22800,spread virus,0
1550,Corona can go fuck itself,dynahate,1925,spread virus,0
1551,why did fucking covid come to this country,dynahate,3791,spread virus,0
1552,Corona virus lie has started with conspiracy theorists and they have been perpetrating it with their media for almost a year now already and have no plans to stop until they achieve their one world government in total control of all us.,dynahate,17261,spread virus,0
1553,All Chinese are not infectious,dynahate,9064,spread virus,0
1554,I knew this virus would destroy the world,dynahate,3977,spread virus,0
1555,Now that covid is in this country it is going to wreak havoc,dynahate,4239,spread virus,0
1556,WTF are these idiots playing at. It's a bloody pandemic !!!!!!!!! Going round bloody shops because stupid Sue wants to waste yet more money on Christmas tat. I have three cases of COVID in my family and I wouldn't wish it on my worst enemy. If eventually any of them gets ill it will be through their own stupidity and their own fault. Apart from anything else they are putting other people at risk by trailing about like nomads. Thick as pig shit !!!!,dynahate,17727,spread virus,0
1557,illness is fucking up this country,dynahate,15224,spread virus,0
1558,i would rather have coronavirus than be a dumb shit like you,dynahate,1419,spread virus,0
1559,thanks corona for fucking up this country,dynahate,3774,spread virus,0
1560,China and Italy couldn't burn their covid bodies fast enough. Meanwhile Nazis had such technology in the 1950'S,dynahate,21663,spread virus,0
1561,we need to get corona out of our country!,dynahate,4243,spread virus,0
1562,I just cant cope with this fucking corona stuff,dynahate,4046,spread virus,0
1563,Fuck you idiot commie.,dynahate,15845,spread virus,0
1564,the n word makes me feel sick,dynahate,35840,disgust vomit,0
1565,I_x0018_m fucking sick of homophobic people,dynahate,40842,disgust vomit,0
1566,so disgusted,dynahate,14670,disgust vomit,0
1567,I_x0019_m sick of hearing Muslims are filthy,dynahate,41082,disgust vomit,0
1568,xenophobia is disgusting,dynahate,35410,disgust vomit,0
1569,I'm sick of hearing lesbians are disgusting,dynahate,36756,disgust vomit,0
1570,Those chicks rejecting me make me feel sick,dynahate,8976,disgust vomit,0
1571,homophobia is disgusting,dynahate,35389,disgust vomit,0
1572,homophobes are disgusting,dynahate,37451,disgust vomit,0
1573,racism is disgusting,dynahate,35393,disgust vomit,0
1574,the word f** makes me sick,dynahate,35841,disgust vomit,0
1575,This view is so disgusting I wanna die,dynahate,39669,disgust vomit,0
1576,those filthy pigs are gross,dynahate,3468,disgust vomit,0
1577,This story is so disgusting I wanna die,dynahate,39655,disgust vomit,0
1578,this place is so disgusting I wanna die,dynahate,39661,disgust vomit,0
1579,sexism is disgusting,dynahate,35394,disgust vomit,0
1580,stay away from me you sick freak,dynahate,7547,disgust vomit,0
1581,racism is fucking disgusting,dynahate,38479,disgust vomit,0
1582,that scumbag is so vile and gross,dynahate,7351,disgust vomit,0
1583,it is disgusting to see so much hate for 'unholy gay people',dynahate,40540,disgust vomit,0
1584,Queers are sick of discrimination,dynahate,2018,disgust vomit,0
1585,it is disgusting to see so much hate for 'dirty migrants',dynahate,40539,disgust vomit,0
1586,Private schools make me sick,dynahate,40863,disgust vomit,0
1587,they are vile people!,dynahate,7389,disgust vomit,0
1588,I'm sick of hearing Mexicans are filthy,dynahate,36776,disgust vomit,0
1589,I_x0019_m sick of hearing That Indians are filthy,dynahate,36870,disgust vomit,0
1590,This building is so disgusting I wanna die,dynahate,39660,disgust vomit,0
1591,i was disgusted by that,dynahate,14681,disgust vomit,0
1592,these streets are so disgusting,dynahate,40990,disgust vomit,0
1593,This movie is so disgusting I wanna die,dynahate,39653,disgust vomit,0
1594,ableism is disgusting,dynahate,35396,disgust vomit,0
1595,The number of coronavirus here makes me want to vomit,dynahate,8954,disgust vomit,0
1596,Gaaaaays are treated soooooo badly,dynahate,12390,disgust vomit,0
1597,This animal is so disgusting I wanna die,dynahate,39663,disgust vomit,0
1598,This book is so disgusting I wanna die,dynahate,39654,disgust vomit,0
1599,she's really fucking gross,dynahate,27970,disgust vomit,0
1600,disgusting to see how can you keep your calm mood with these subversive dickheads,dynahate,26303,disgust vomit,0
1601,I have no words to describe how much detestation I feel for that perverse guy.,dynahate,34646,disgust vomit,0
1602,Im sat here having a nice lunch and chilling out and making the most of it when my boss comes over and points out a few refugees - or at least their mates who look like refugees - and I realise that the square is full of refugees. It makes me sick to see so many people in need.,dynahate,8361,disgust vomit,0
1603,this is fucking disgusting!,dynahate,6886,disgust vomit,0
1604,this dish is so disgusting I wanna die,dynahate,39671,disgust vomit,0
1605,I'm sick of hearing that refugees are cockroaches,dynahate,36777,disgust vomit,0
1606,homphobia is vile,dynahate,35390,disgust vomit,0
1607,The amount of people i see calling for the death of all blacks is disgusting,dynahate,40487,disgust vomit,0
1608,This landscape is so disgusting I wanna die,dynahate,39670,disgust vomit,0
1609,terrorists are digusting,dynahate,38133,disgust vomit,0
1610,Blonde men are sick,dynahate,32223,disgust vomit,0
1611,terrorism is disgusting,dynahate,37387,disgust vomit,0
1612,nazis are disgusting,dynahate,36946,disgust vomit,0
1613,smoking is fucking disgusting,dynahate,38590,disgust vomit,0
1614,i think homophobia is disgusting,dynahate,929,disgust vomit,0
1615,this is absolutely fucking disgusting! vile shit,dynahate,6887,disgust vomit,0
1616,It's abhorrent the way black people are treated,dynahate,11944,disgust vomit,0
1617,I_x0019_m sick of people that hate Jews and say they should be exterminated,dynahate,36868,disgust vomit,0
1618,I hate people who hate gays,dynahate,38728,disgust vomit,0
1619,classism is disgusting,dynahate,35397,disgust vomit,0
1620,I know! I was just saying to my girlfriend how gruesome it sounds! Makes me sick!,dynahate,17071,disgust vomit,0
1621,Fucking cockroaches in my kitchen make so disgusted,dynahate,11414,disgust vomit,0
1622,so many fucking saddos in this country,dynahate,2283,disgust vomit,0
1623,illness is fucking up this country,dynahate,15224,disgust vomit,0
1624,"Oh God seeng you all comment that an 'Apefricoon' ""channel migrant"" rapes a woman after getting free nest in hotel makes me SICK",dynahate,17450,disgust vomit,0
1625,I hate misogyny its disgusting,dynahate,39643,disgust vomit,0
1626,just seen some disgusting graffiti saying _x001c_niggers are repulsive,dynahate,6705,disgust vomit,0
1627,sick of these moaning cunts,dynahate,1653,disgust vomit,0
1628,This farm is so disgusting I wanna die,dynahate,39666,disgust vomit,0
1629,This band is so disgusting I wanna die,dynahate,39658,disgust vomit,0
1630,ugly pieces of trash like you make me want to move far away and never come back,dynahate,7398,disgust vomit,0
1631,women like me are filth? DISGUSTING OPINION,dynahate,4694,disgust vomit,0
1632,I feel like scum when people make fun of me because of my race,dynahate,36771,disgust vomit,0
1633,This cat is so disgusting I wanna die,dynahate,400,disgust vomit,0
1634,I can't abide seeing pictures of these lowlife pieces of shit..they make me physically sick..they shouldn't be allowed airspace,dynahate,20796,disgust vomit,0
1635,This meal is so disgusting I wanna die,dynahate,571,disgust vomit,0
1636,I would like it if the pipol could comprehend that I do not want to be near them because they're unclean.,dynahate,5709,disgust vomit,0
1637,I'm sick of hearing all jews are a lowlife scum,dynahate,501,disgust vomit,0
1638,the amount of fucking hate muslims get is disgusting,dynahate,40815,disgust vomit,0
1639,I hate racist people,dynahate,36467,disgust vomit,0
1640,shut up you nasty man,dynahate,6635,disgust vomit,0
1641,this dog is so disgusting I wanna die,dynahate,39662,disgust vomit,0
1642,I hate people who hate gay people,dynahate,38729,disgust vomit,0
1643,Asians are treated as if they were some kind of nasty plague,dynahate,35565,disgust vomit,0
1644,I'm sick of listening to people say that migrants are cockroaches!,dynahate,35009,disgust vomit,0
1645,These hateful guys are unlovable,dynahate,7146,disgust vomit,0
1646,It's amazing how with each passing day the buisness owners disgust me more and more,dynahate,34385,disgust vomit,0
1647,this table is so disgusting I wanna die,dynahate,39667,disgust vomit,0
1648,Men who attack women are abhorrent,dynahate,36976,attack concept associated protected characteristics,0
1649,LET'S KILL ALL THEM COMMIES,dynahate,5355,attack concept associated protected characteristics,0
1650,all pricks who hurt foreigners are subhuman vermin,dynahate,12198,attack concept associated protected characteristics,0
1651,I will be attacking this,dynahate,12880,attack concept associated protected characteristics,0
1652,I tend to give individuals the benefit of the doubt initially. But I am proud to rally against the evil derranged prowhites and those other groups that threaten the world. Fascists do not have my love.,dynahate,15905,attack concept associated protected characteristics,0
1653,Us muslims revile terrorism,dynahate,41110,attack concept associated protected characteristics,0
1654,terrorists are scum,dynahate,38134,attack concept associated protected characteristics,0
1655,Muslims revile terrorists,dynahate,283,attack concept associated protected characteristics,0
1656,anti-Muslims are trash,dynahate,5362,attack concept associated protected characteristics,0
1657,I strongly support the imprisonment of all the wrongdoers,dynahate,3406,attack concept associated protected characteristics,0
1658,I ll bring the shovel to destroy this bigots face,dynahate,23946,attack concept associated protected characteristics,0
1659,all we need to do is to kick the teenagers and their kites out. adolescents beheaded and thugs castrated,dynahate,23931,attack concept associated protected characteristics,0
1660,This is all I'm saying. I am going to attack every single one.,dynahate,5774,attack concept associated protected characteristics,0
1661,Muslims hate terrorists,dynahate,37941,attack concept associated protected characteristics,0
1662,Trump plans to kill all the Muslims and I personally detest that,dynahate,2633,attack concept associated protected characteristics,0
1663,everyone can be charged with a hate crime. it's all about time charges are laid against those attacking white people,dynahate,13622,attack concept associated protected characteristics,0
1664,I hate people who hate foreigners,dynahate,38734,attack concept associated protected characteristics,0
1665,Down with the nazis,dynahate,37645,attack concept associated protected characteristics,0
1666,Unless we do something asap the entire country will be over-run by these radicals. White-flights should not longer be an option!,dynahate,23033,attack concept associated protected characteristics,0
1667,terrorists are digusting,dynahate,38133,attack concept associated protected characteristics,0
1668,terrorism is vile,dynahate,37388,attack concept associated protected characteristics,0
1669,what an attack!,dynahate,12858,attack concept associated protected characteristics,0
1670,kick out those dudes who are harassing my friends and calling them faggots,dynahate,10744,attack concept associated protected characteristics,0
1671,I hate people who hate immigrants,dynahate,38732,attack concept associated protected characteristics,0
1672,I hate the idea of killing all blacks,dynahate,34858,attack concept associated protected characteristics,0
1673,pray away the gay hate crimes,dynahate,25898,attack concept associated protected characteristics,0
1674,We should murder all the murderers in society,dynahate,11571,attack concept associated protected characteristics,0
1675,lets destroy terrorism inshallah,dynahate,23968,attack concept associated protected characteristics,0
1676,The self loathing left are a rabid breed of idiots that seem to want to be ass raped by barbarians,dynahate,23573,attack concept associated protected characteristics,0
1677,We are united in our utter hatred of the anti-Muslim vermin rhetoric.,dynahate,25661,attack concept associated protected characteristics,0
1678,We should just go and kill every single antiiii asylm hater and end this problem once and for all,dynahate,12070,attack concept associated protected characteristics,0
1679,Death to all the white supremacist scum!,dynahate,36489,attack concept associated protected characteristics,0
1680,Someone should punish those saying that Muslims are rats,dynahate,40845,attack concept associated protected characteristics,0
1681,I wholeheartedly want to kill all the nazis and I won't be stopped,dynahate,10717,attack concept associated protected characteristics,0
1682,terrorism is subhuman,dynahate,14947,attack concept associated protected characteristics,0
1683,attacks against Jews remain the most common hate crime,dynahate,38186,attack concept associated protected characteristics,0
1684,terrorism is disgusting,dynahate,37387,attack concept associated protected characteristics,0
1685,Muslims hate terrorism,dynahate,37946,attack concept associated protected characteristics,0
1686,I hate racist people,dynahate,36467,attack concept associated protected characteristics,0
1687,I am going to embrace every single foreigner who comes my way. I've had enough of the hate.,dynahate,2730,attack concept associated protected characteristics,0
1688,I endorse the killing of dangerous animals like snakes,dynahate,10640,attack concept associated protected characteristics,0
1689,Muslims hate hate,dynahate,927,attack concept associated protected characteristics,0
1690,Violent men should be banished from our society,dynahate,10201,attack concept associated protected characteristics,0
1691,This is literally victim-mongering from the most powerful''they are the ones violently attacking Jewish and Muslim people,dynahate,24419,attack concept associated protected characteristics,0
1692,I hate people who hate refugees,dynahate,38733,attack concept associated protected characteristics,0
1693,nazis should be shot,dynahate,36949,attack concept associated protected characteristics,0
1694,I hate white supremacists,dynahate,36497,attack concept associated protected characteristics,0
1695,I hate people who hate whites,dynahate,38723,attack concept associated protected characteristics,0
1696,We must do more to ensure that minorities feel safe in our country,dynahate,5205,attack concept associated protected characteristics,0
1697,I will shoot all politicians,dynahate,40270,attack concept associated protected characteristics,0
1698,I_x0019_ll punch anyone that says niggers deserve to die,dynahate,36872,attack concept associated protected characteristics,0
1699,No. It is clear that black people need to defend themselves. When a white bastard approaches they will get shot in the face. Pure self defense. We need to cleanup just like they did in Bosnia. Every racist bastard in Ameica needs to die.,dynahate,23751,attack concept associated protected characteristics,0
1700,I hate people who hate brown people,dynahate,38714,attack concept associated protected characteristics,0
1701,I hate people who hate muslims,dynahate,38711,attack concept associated protected characteristics,0
1702,I'd keep my distance if I was a racist because we're coming for you. Strong and hard. Beware!,dynahate,5749,attack concept associated protected characteristics,0
1703,White supremacists who believe that Blacks are cockroaches should be wiped off the planet,dynahate,36629,attack concept associated protected characteristics,0
1704,I hate people who hate asylum seekers,dynahate,38736,attack concept associated protected characteristics,0
1705,You can recognise refugee hunters for their disdainful attitude amongst other things,dynahate,3443,attack concept associated protected characteristics,0
1706,stop calling muslims towelheads you loser!,dynahate,11872,attack concept associated protected characteristics,0
1707,terrorism is inhumane,dynahate,14925,attack concept associated protected characteristics,0
1708,I am in favour of banning the word nigger,dynahate,2407,attack concept associated protected characteristics,0
1709,fucking idiots murdering men,dynahate,13239,attack concept associated protected characteristics,0
1710,terrorism is a huge problem,dynahate,38132,attack concept associated protected characteristics,0
1711,I hate people who hate white people,dynahate,38722,attack concept associated protected characteristics,0
1712,I_x0019_m sick of people that hate Jews and say they should be exterminated,dynahate,36868,attack concept associated protected characteristics,0
1713,I strongly support the liberation of all the women,dynahate,3404,attack concept associated protected characteristics,0
1714,I hate all those commies,dynahate,215,attack concept associated protected characteristics,0
1715,I am telling you that anti-immigration propaganda is part of the war waged by this supposed golden fucking standard of whiteness,dynahate,18128,attack concept associated protected characteristics,0
1716,I hate people who hate blacks,dynahate,38712,attack concept associated protected characteristics,0
1717,I'm sick of hearing that all muslims are dangerous terrorists,dynahate,36780,attack concept associated protected characteristics,0
1718,we should be suspicious of people who are unkind to jews,dynahate,2466,attack concept associated protected characteristics,0
1719,All i want is my people to be cultured and not be feral fascist dogs,dynahate,18289,attack concept associated protected characteristics,0
1720,"As ong as we stay the ""silent majority"" out town are burning and getting looted and we've sat back doing nothing. Being the bigger man is a failing attitude. Aggression must be met with equal aggression. No more backing down or staying quiet!",dynahate,34290,attack concept associated protected characteristics,0
1721,What's fucked up is that their mere presence in this country means there will inevitably lead to fuelled attacks. Just a matter of time,dynahate,32404,attack concept associated protected characteristics,0
1722,Attacking prostitutes is a quite common tactic amongst serial killers.,dynahate,17765,attack concept associated protected characteristics,0
1723,I agree - no Arab should feel the need to fake a hate crime....I'm sure the duty of irrational and ignorant conservatives will express enough contempt to them.,dynahate,23115,attack concept associated protected characteristics,0
1724,I will shoot people working for the State,dynahate,40273,attack concept associated protected characteristics,0
1725,it is disgusting to see so much hate for 'dirty migrants',dynahate,40539,attack concept associated protected characteristics,0
1726,Transphobia is a synonym for insanity,dynahate,28415,attacking mental health,0
1727,Leftists are fucking retarded,dynahate,40833,attacking mental health,0
1728,These people are fucking ridiculous,dynahate,40543,attacking mental health,0
1729,It's insanse itself how some people associate gay men with insanity!,dynahate,5053,attacking mental health,0
1730,I don't accept people calling my friend retarded,dynahate,3944,attacking mental health,0
1731,Uneducated fucking wankers called my disabled friend a cretin,dynahate,8664,attacking mental health,0
1732,You can tell those twats are jagoffs,dynahate,9294,attacking mental health,0
1733,Homosexuals must think most people are so ignorant,dynahate,40759,attacking mental health,0
1734,I don't accept people calling my friend retard,dynahate,3922,attacking mental health,0
1735,so many fucking saddos in this country,dynahate,2283,attacking mental health,0
1736,fucking had enough of fucking idiots,dynahate,3259,attacking mental health,0
1737,Paedos are generally mentally ill dumpsterfires as well,dynahate,22440,attacking mental health,0
1738,the amount of ignorant cunts on this planet is laughable,dynahate,8182,attacking mental health,0
1739,The self loathing left are a rabid breed of idiots that seem to want to be ass raped by barbarians,dynahate,23573,attacking mental health,0
1740,I have been called a damn retard too many times,dynahate,35541,attacking mental health,0
1741,disabled people are not stupid,dynahate,37032,attacking mental health,0
1742,Trans people must think everyone is so ignorant,dynahate,40758,attacking mental health,0
1743,These people are such dickheads,dynahate,40749,attacking mental health,0
1744,Politicians are retards,dynahate,7180,attacking mental health,0
1745,Why do all these people all look like fucking bellends,dynahate,1574,attacking mental health,0
1746,Retard is a derogative term,dynahate,35521,attacking mental health,0
1747,I cannot fucking believe some people,dynahate,40706,attacking mental health,0
1748,fucking moron!,dynahate,11135,attacking mental health,0
1749,HAHAHA...they all look like fuckwits,dynahate,1561,attacking mental health,0
1750,She said those people look like twisted twats,dynahate,1576,attacking mental health,0
1751,I_x0018_m fucking sick of homophobic people,dynahate,40842,attacking mental health,0
1752,People with learning disabilities should never be referred to as 'retards',dynahate,35516,attacking mental health,0
1753,Someone just told me that retarded people are all bollocks and they should die. what's wrong with this person??,dynahate,36125,attacking mental health,0
1754,Some people look like tossers,dynahate,1569,attacking mental health,0
1755,I can't tolerate dumb assholes like you,dynahate,9090,attacking mental health,0
1756,narrow minded people rly need to just give up and get out,dynahate,1526,attacking mental health,0
