example_id,sentence,dataset,index,guideline,label
2828,Pure prostitutes can't be Muslim,dynahate,25920,attacking derogatory term,0
2829,we have met pathetic guys before but dude making money off their patheticness is a new low. They cannot get laid so they needs to stop acting like they can.,dynahate,17788,attacking derogatory term,0
2830,women are not freaks,dynahate,4853,attacking derogatory term,0
2832,Men spouting rubbish that women like me should be raped,dynahate,4472,attacking derogatory term,0
2833,I hate when people say all women are rats,dynahate,35117,attacking derogatory term,0
2834,At this point he just wants free access to very attractive women... For reasons..,dynahate,26997,attacking derogatory term,0
2835,It's a fucking sad state of affairs and shows the fucked up reality we live in. I long for the days where women weren't treated as whores and everyone got married to the person they love. Fucking tyranny!,dynahate,20022,attacking derogatory term,0
2837,These women are not whores. They don't hate our race. They are not sluts who sleep with apes. They are a holy mystery and it is not their problem if this causes you befuzzled in the head,dynahate,23162,attacking derogatory term,0
2838,Women are not fucking inferior to men,dynahate,36973,attacking derogatory term,0
2840,women like me are filth? look in the mirror!,dynahate,4695,attacking derogatory term,0
2841,some men are sexist,dynahate,317,attacking derogatory term,0
2842,sexism is disgusting,dynahate,13552,attacking derogatory term,0
2845,I hate when people say all women are bitches,dynahate,35121,attacking derogatory term,0
2847,discrimination against women is so wrong and disgusting,dynahate,3669,attacking derogatory term,0
2850,I fucking hate people who think women are inferior,dynahate,36972,attacking derogatory term,0
2854,Those fuckers really think women should be subservient and are only good for cooking and fucking.,dynahate,30218,attacking derogatory term,0
2855,"Women go: ""Ewww! Women aren't objects. I'm a daughter. I'm a sister. I'm a human being"". But then men donï¿½ï¿½t listen and still send texts like: ""Pictures of your asshole please gal. Ill pay 13.99 for each honey"" it's rank",dynahate,13531,attacking derogatory term,0
2951,i will fuck all of you,dynahate,15216,curse sexual,0
2953,I really need to be fucked,dynahate,40764,curse sexual,0
2954,Get castrated you fucking dickhead,dynahate,15839,curse sexual,0
2955,fuck my shitty girlfriend,dynahate,29180,curse sexual,0
2956,motherfucker,dynahate,14692,curse sexual,0
2957,ggggggggayyyyyyyyys r chiiiiiiiiiiiiic,dynahate,4875,curse sexual,0
2958,go and fuck yourself,dynahate,14570,curse sexual,0
2960,ggggggggayyyyyyyyys r gr888888ttt,dynahate,4878,curse sexual,0
2961,fuck my shitty wife,dynahate,29191,curse sexual,0
2962,I'm a biatch,dynahate,37716,curse sexual,0
2963,F**ck all men,dynahate,38508,curse sexual,0
2964,i love fucking,dynahate,40762,curse sexual,0
2966,hey Shut the fuck up you bitch ass git,dynahate,17479,curse sexual,0
2968,hello motherfuckers,dynahate,14703,curse sexual,0
2969,my girlfriend can fuck off,dynahate,39168,curse sexual,0
2970,I_x0019_m a bitch & you fucking love it.,dynahate,8711,curse sexual,0
2971,Fuck,dynahate,40835,curse sexual,0
2972,Niggas fucking rule,dynahate,1260,curse sexual,0
2973,Tories can suck my dick,dynahate,5375,curse sexual,0
2975,u cunt,dynahate,11309,curse sexual,0
2976,This pussy bites back,dynahate,37516,curse sexual,0
2978,you are a fucking douchebag peice of shit cumface,dynahate,16362,curse sexual,0
2979,oh fuck off you cunt,dynahate,9323,curse sexual,0
2980,gay people are the shit,dynahate,37369,curse sexual,0
2981,I cannot be fucked with my girlfriend,dynahate,31802,curse sexual,0
2982,I'm a gay man i like dick,dynahate,163,curse sexual,0
2983,ggggggggayyyyyyyyys like meeee r fiiiiiiiiiiiiiiltttttttttth in the beeeedroooom,dynahate,10932,curse sexual,0
2984,ggggggggayyyyyyyyys r right,dynahate,10412,curse sexual,0
2985,I fucking love being gay,dynahate,21230,curse sexual,0
2986,urgh Poo analsex,dynahate,23966,curse sexual,0
2987,piss off,dynahate,723,curse sexual,0
2988,fucking shut up,dynahate,14559,curse sexual,0
2989,I really love fucking,dynahate,40763,curse sexual,0
2990,I_x0018_m fucking sick of homophobic people,dynahate,40842,curse sexual,0
2991,lolz I am a cunt,dynahate,3239,curse sexual,0
2992,fuck my shitty friends,dynahate,29047,curse sexual,0
2993,I have fucking had enough,dynahate,1858,curse sexual,0
2995,ALL YOU DIRTY NIGGERS ARE A WASTE OF RESOURCES - my boss shouted at me,dynahate,4582,curse sexual,0
2996,""" you fucking whore!!!"" some horrible guy said this to my friend",dynahate,11452,curse sexual,0
2997,yeah a cunt,dynahate,5268,curse sexual,0
2998,I'll say fuck til I die,dynahate,8917,curse sexual,0
2999,shut up you nasty man,dynahate,6635,curse sexual,0
3000,This lady is f**cking awesome in bed,dynahate,38487,curse sexual,0
3001,fuck my shitty sister,dynahate,29213,curse sexual,0
3003,stop calling me a fucking nigger !,dynahate,5449,curse sexual,0
3004,The fucking shitbag tried to blackmail me,dynahate,3198,curse sexual,0
3006,what a fucking prick,dynahate,5325,curse sexual,0
3007,you are a pussy,dynahate,690,curse sexual,0
3008,just imagine yourself FUCKING A WOMAN,dynahate,19784,curse sexual,0
3009,bisexual people are the shit,dynahate,37413,curse sexual,0
3010,I fucking hate people who think women are inferior,dynahate,36972,curse sexual,0
3011,I'm a straight woman i like dick,dynahate,37998,curse sexual,0
3012,I cannot be fucked with my friends,dynahate,31669,curse sexual,0
3013,you freaking arsehole!,dynahate,6086,curse sexual,0
3014,this made me wet pls call me a whore again and say some more stuff about breaking me fuck you can put me in my place any day i fucking love it,dynahate,19834,curse sexual,0
3015,Jews fucking rule,dynahate,35388,curse sexual,0
3018,fucking had enough of fucking idiots,dynahate,3259,curse sexual,0
3019,fuck my shitty mum,dynahate,29258,curse sexual,0
3020,hey you shut up ass-kisser,dynahate,33341,curse sexual,0
3021,youre a fucking douchebag,dynahate,16342,curse sexual,0
3022,fuck my shitty cousin,dynahate,29280,curse sexual,0
3023,my friends can fuck off,dynahate,39164,curse sexual,0
3024,This lady is f**cking awesome during sex,dynahate,38492,curse sexual,0
3025,I would love to fuck him,dynahate,40709,curse sexual,0
3026,Bow down bitches,dynahate,858,curse sexual,0
3027,Fuck me,dynahate,9069,curse sexual,0
3028,fuck my shitty husband,dynahate,29202,curse sexual,0
3029,lesbians are the shit,dynahate,37380,curse sexual,0
3030,I cannot be fucked with my wife,dynahate,31813,curse sexual,0
3032,The guy next to me just said all women are fuckable bitches. wtf?,dynahate,36119,curse sexual,0
3034,The focus should be on them sucking dick,dynahate,26737,curse sexual,0
3035,this shithole sucks,dynahate,2456,curse sexual,0
3036,she's really fucking gross,dynahate,27970,curse sexual,0
3037,shut the fuck uo,dynahate,14547,curse sexual,0
3038,stop being a cunt,dynahate,3232,curse sexual,0
3039,she is Butt Lickin Motherfkrs,dynahate,23059,curse sexual,0
3040,fuck my shitty boyfriend,dynahate,29169,curse sexual,0
3041,Asian women like me should be shot? Shut up,dynahate,4523,curse sexual,0
3042,Women like me are scum? Shut up,dynahate,4531,curse sexual,0
3043,simply fuck you bingus shit ass cat,dynahate,28832,curse sexual,0
3044,REAL HOT GIRL SHIT,dynahate,22903,curse sexual,0
3045,it has been a long time since i fucked someone,dynahate,40794,curse sexual,0
3046,Gay people are the fuck bomb!,dynahate,1024,curse sexual,0
3047,i really want to fuck him,dynahate,40708,curse sexual,0
3048,seriously suck my tongue or more possibly,dynahate,29099,curse sexual,0
3049,I cant get it they like to fuck their first cousins,dynahate,17485,curse sexual,0
3050,People call me a fucking nigga and I am not OK with that,dynahate,3083,curse sexual,0
3051,Niggas are such badass they fucking rule,dynahate,35055,curse sexual,0
3165,He's uneducated like most people in this area,dynahate,2236,attacking education,0
3166,the thing with uneducated people is that they are just inherently inferior.. you get me?,dynahate,12398,attacking education,0
3167,They think I'm uneducated because I'm black,dynahate,39871,attacking education,0
3171,by ur lack of critical thinking skills that you are a an uneducated idiot.,dynahate,25778,attacking education,0
3172,these losers don't know what they're talking about,dynahate,6090,attacking education,0
3174,how can a person be so ignorant,dynahate,8188,attacking education,0
3176,the amount of ignorant cunts on this planet is laughable,dynahate,8182,attacking education,0
3177,disabled people are not stupid,dynahate,37032,attacking education,0
3180,I hate that people think you can say immigrants are all lazy,dynahate,9202,attacking education,0
3182,all disabled people like myself are a disgrace on the country apparently...pls educate yourself,dynahate,11132,attacking education,0
3183,There is nothing scarier to these assholes than a black man with an education.,dynahate,17249,attacking education,0
3186,The fact that these idiots decided to focus on whites and asians just proves that we blacks are considered dumber than dirt.,dynahate,19151,attacking education,0
3189,she is not smart and can not join university,dynahate,6188,attacking education,0
3190,Woman you are too unintelligent I don't know how you were accepted at university,dynahate,6265,attacking education,0
3192,Asian people must think we are so ignorant to their culture,dynahate,40751,attacking education,0
3193,Homosexuals must think most people are so ignorant,dynahate,40759,attacking education,0
3194,Uneducated fucking wankers called my disabled friend a cretin,dynahate,8664,attacking education,0
3195,Black people must think we are so ignorant to their culture,dynahate,40750,attacking education,0
3196,This guy while frustrated at multiculturalism sets a bad example as someone opposing it with his crude and inarticulate rant. But then we have to remember many whites are not going to to be erudite eloquent orators when wound up.,dynahate,30545,attacking education,0
3197,blonde people are not smart,dynahate,23335,attacking education,0
3199,This is what we call ignorance with a touch of racism. Whoever this woman is needs some serious help,dynahate,139,attacking education,0
3200,Not unexpected from those uneducated low life criminal trash.,dynahate,25449,attacking education,0
3201,There is so much ignorance about the working class. I think many people don't want to understand.,dynahate,6351,attacking education,0
3202,they are so lazy and fucking rude,dynahate,40550,attacking education,0
3205,American people must think we are so ignorant to their culture,dynahate,40754,attacking education,0
3206,You can't be serious to think the level of intelligence of muslim women is that poor.,dynahate,8995,attacking education,0
3207,People who say that Blacks are scum are stupid,dynahate,1182,attacking education,0
3209,Man you are too unintelligent I don't know how you were accepted at university,dynahate,6263,attacking education,0
3210,The feeble-minded people that around us are too easily manipulated and intimidated by the savage bigot and tory creatures.,dynahate,23044,attacking education,0
3213,Did you hear her say that muslims are ignorant? I can't believe it!!,dynahate,6379,attacking education,0
3216,that's one reason they've been dumbing-down education for years - to keep us all ignorant,dynahate,21658,attacking education,0
3217,Politicians are retards,dynahate,7180,attacking education,0
3218,It comes from low rate shithole service. You can tell by their general lack of hygene and education,dynahate,25694,attacking education,0
3219,You can tell those twats are jagoffs,dynahate,9294,attacking education,0
3220,British people must think we are so ignorant to their culture,dynahate,40755,attacking education,0
3221,What the hell is wrong with your people? This is a serious question. If he wants to get educated and get a job the government bends over backwards to make it happen. So how come so many of them complete deadbeats?,dynahate,24933,attacking education,0
3222,all Chinese people like myself are a disgrace on the country apparently...pls educate yourself,dynahate,4799,attacking education,0
3225,They are dumb i can not teach them anymore,dynahate,4618,attacking education,0
3226,all arabs like myself are a disgrace on the country apparently...pls educate yourself,dynahate,4796,attacking education,0
3227,this country is full of wankers,dynahate,41088,attacking education,0
3228,this country is full of crap,dynahate,8014,attacking education,0
3229,all east asians like myself are a disgrace on the country apparently...pls educate yourself,dynahate,4804,attacking education,0
3231,You couldn_x0018_t be more stupid,dynahate,40858,attacking education,0
3235,It_x0018_s foolish to think that immigrants are dangerous,dynahate,40428,attacking education,0
3237,fucking moron!,dynahate,11135,attacking education,0
3238,Lazy students do not belong here at university,dynahate,1402,attacking education,0
3240,trrassssshhh = your bullshit racist views,dynahate,5403,attacking education,0
3241,I can't believe how stupid this person was,dynahate,1129,attacking education,0
3242,There is nothing more scary to white people than black people who are much smarter and more educated than them.,dynahate,17242,attacking education,0
3243,"Fucking ""Jungle""?!?! You stupid illiterate bitch .",dynahate,21093,attacking education,0
3244,They are behaving like the white ghetto trash that they are,dynahate,12349,attacking education,0
3245,People who say that Whites are the superior race are stupid,dynahate,36627,attacking education,0
3246,Muslims are not stupid,dynahate,37935,attacking education,0
3248,I hate that people think you can say immigrants are exploiters of benefits,dynahate,9213,attacking education,0
3251,Leftists are fucking retarded,dynahate,40833,attacking education,0
3254,-My Guardian-reading uncle sees the working class as 'quaint'. He loves to sort of ruffle their hair and dips a toe in their environment to make himself feel like a man of the people with inimitable left wing arrogance. Of course he won't live anywhere ne,dynahate,30475,attacking education,0
3255,do these massive nincompoops think immigrants are a different species? what the fuck?!,dynahate,28095,attacking education,0
3258,liberals are dumb as fuck,dynahate,37503,attacking education,0
3259,People who believe they are superior just because of their race are worse than rats,dynahate,36634,attacking education,0
3261,racism is shit,dynahate,37335,attacking education,0
3263,racism is fucking up this country,dynahate,14669,attacking education,0
3264,It is shameful to say that black people are inferior to white,dynahate,36999,attacking education,0
3371,I like freaks,dynahate,4850,deviating norm,0
3372,People that hate trans say they are abnormal and disgusting animals. WHat's wrong with them??,dynahate,497,deviating norm,0
3373,Transphobia is a synonym for insanity,dynahate,28415,deviating norm,0
3374,I hate it when they say gay people are abnormal and they should be killed,dynahate,35172,deviating norm,0
3375,homophobes are disgusting,dynahate,37451,deviating norm,0
3376,homophobes in general are abhorrent,dynahate,4867,deviating norm,0
3377,dont be a freak,dynahate,15236,deviating norm,0
3378,Im afraid Trans are definitely bullied to the extreme in this society,dynahate,23018,deviating norm,0
3380,People who believe that being gay is a monstrosity are so stupid!,dynahate,1242,deviating norm,0
3381,gays are superhuman,dynahate,4883,deviating norm,0
3382,discriminating against Traaansss is wroooonggg,dynahate,1956,deviating norm,0
3384,women are not freaks,dynahate,4853,deviating norm,0
3386,I_x0018_m fucking sick of homophobic people,dynahate,40842,deviating norm,0
3387,Queers are sick of discrimination,dynahate,2018,deviating norm,0
3389,I hate it when they say women are abnormal and they should be killed,dynahate,35199,deviating norm,0
3391,it is disgusting to see so much hate for 'unholy gay people',dynahate,40540,deviating norm,0
3392,Gaaaaays are treated soooooo badly,dynahate,12390,deviating norm,0
3393,homophobia is disgusting,dynahate,35389,deviating norm,0
3394,Trans people must think everyone is so ignorant,dynahate,40758,deviating norm,0
3395,I hate when people call me weird just because I am queer,dynahate,36473,deviating norm,0
3396,Child molesters are fucking despicable,dynahate,38201,deviating norm,0
3398,trans people are the shit,dynahate,979,deviating norm,0
3399,stay away from me you sick freak,dynahate,7547,deviating norm,0
3401,racist people are just plain creepy...,dynahate,30419,deviating norm,0
3402,These people are fucking ridiculous,dynahate,40543,deviating norm,0
3405,sUicIdaL pEoPLe And TRAns PEopLE aRE nOT tHE SAme fUCKiNG THiNG,dynahate,19057,deviating norm,0
3406,xenophobia is disgusting,dynahate,35410,deviating norm,0
3408,gay people are the shit,dynahate,37369,deviating norm,0
3409,some people are so messed up in the head that they want to be undermined and be dominated in animalstic ways. Not for me.,dynahate,12640,deviating norm,0
3410,Homosexuals must think most people are so ignorant,dynahate,40759,deviating norm,0
3411,ggggggggayyyyyyyyys r chiiiiiiiiiiiiic,dynahate,4875,deviating norm,0
3413,ggggggggayyyyyyyyys r right,dynahate,10412,deviating norm,0
3414,Trans people like me should be shot? Shut up,dynahate,4495,deviating norm,0
3415,trans people like me are filth? look in the mirror!,dynahate,4706,deviating norm,0
3416,i don't really care if you call them'people'. I will NEVER associate with those monsters,dynahate,12035,deviating norm,0
3418,People who believe that being lesbian is a monstrosity are so stupid!,dynahate,36673,deviating norm,0
3419,nazis are disgusting,dynahate,36946,deviating norm,0
3420,Trans people are disgusting is a comment that should not be allowed on any social network,dynahate,40578,deviating norm,0
3421,new residents are weirdos,dynahate,2020,deviating norm,0
3423,There should be something wrong with being anti-gay,dynahate,21525,deviating norm,0
3425,These hateful guys are unlovable,dynahate,7146,deviating norm,0
3426,If anyone on this site were to tell you exactly what to do with yourself they'd be banned. just go away & be happy with your fellow mutant freaks.,dynahate,27845,deviating norm,0
3427,It's insanse itself how some people associate gay men with insanity!,dynahate,5053,deviating norm,0
3428,She said those people look like twisted twats,dynahate,1576,deviating norm,0
3429,insanity is not a quality with which gay men can be associated. There's nothing wrong with them!,dynahate,5050,deviating norm,0
3430,trans are human. That's it.,dynahate,4894,deviating norm,0
3431,My mum calls gay people pooffed up fairies and says they're evil. She's not right but I dont want to have to go around shouting at people,dynahate,6871,deviating norm,0
3432,You can tell those twats are jagoffs,dynahate,9294,deviating norm,0
3438,Trans people like me are scum? Shut up,dynahate,4538,deviating norm,0
3439,No gay person should be seen as a currency,dynahate,33434,deviating norm,0
3440,sexism is disgusting,dynahate,35394,deviating norm,0
3441,its better you shut up you fucking freak,dynahate,15793,deviating norm,0
3442,There's nothing i hate more than seeing trans people getting oppressed,dynahate,40786,deviating norm,0
3443,all pricks who hurt foreigners are subhuman vermin,dynahate,12198,deviating norm,0
3444,ggggggggayyyyyyyyys r gr888888ttt,dynahate,4878,deviating norm,0
3445,I fucking hate people who think women are inferior,dynahate,36972,deviating norm,0
3447,short men are fucking weird,dynahate,16668,deviating norm,0
3449,All these anti trans people need to be burned,dynahate,2168,deviating norm,0
3450,I feel sad whenever I am called a deviant because I am gay,dynahate,654,deviating norm,0
3451,Europeans are weird,dynahate,5884,deviating norm,0
3452,Child molesters are a menace to children,dynahate,39825,deviating norm,0
3454,I never believed I'd see so many Americans openly encourage & enforce censorship either. Or claim that there are more than two genders. They've infected the entire planet with their disgusting beliefs and now as a trans person I don't feel safe any more,dynahate,16484,deviating norm,0
3455,those filthy pigs are gross,dynahate,3468,deviating norm,0
3456,ggggggggayyyyyyyyys like meeee r fiiiiiiiiiiiiiiltttttttttth in the beeeedroooom,dynahate,10932,deviating norm,0
3457,I'm sick of hearing lesbians are disgusting,dynahate,36756,deviating norm,0
3459,Why do all these people all look like fucking bellends,dynahate,1574,deviating norm,0
3461,Murders are monsters,dynahate,39826,deviating norm,0
3462,The self loathing left are a rabid breed of idiots that seem to want to be ass raped by barbarians,dynahate,23573,deviating norm,0
3785,viruses are a true plaguï¿½ï¿½ on our wellb3!ng,dynahate,9738,bacteria,0
3786,corona is a virus,dynahate,755,bacteria,0
3787,this virus will ruin the country,dynahate,10873,bacteria,0
3788,He is the true Virus .....,dynahate,15485,bacteria,0
3789,Coronavirus is a plague that has been bought on by virus marriage.,dynahate,34135,bacteria,0
3790,the worst virus is the black death,dynahate,41016,bacteria,0
3791,Corona-strains are viruses. They are making all society unwell with their spread.,dynahate,9608,bacteria,0
3792,the worst of them are the viruses because they are a massive burden on all of us.,dynahate,1295,bacteria,0
3793,this place has been contaminated by the virus,dynahate,3168,bacteria,0
3794,the fucking corona plague keeps on spreading,dynahate,4229,bacteria,0
3795,coronavirus is fucking up this country,dynahate,14558,bacteria,0
3796,this new virus is a fucking disaster I wish it would die out,dynahate,3718,bacteria,0
3797,the fucking covid plague keeps on spreading,dynahate,4221,bacteria,0
3798,the new corona plague has spread across the whole fucking world,dynahate,4233,bacteria,0
3800,the covid plague has spread across the whole world,dynahate,4223,bacteria,0
3801,the new covid plague has spread across the whole fucking world,dynahate,4231,bacteria,0
3802,so many people have died in this country because of fucking corona,dynahate,3823,bacteria,0
3803,more people have died all because of fucking corona,dynahate,4150,bacteria,0
3804,This pandemic is a plague that has ruined the world,dynahate,4234,bacteria,0
3805,does anyone else wish the virus would go back to where they came from?,dynahate,8227,bacteria,0
3806,Chinese people are more likely to die of coronavirus? It's awful when you get the virus!,dynahate,7555,bacteria,0
3810,you can't blame the chinese for fucking covid,dynahate,3996,bacteria,0
3811,i would rather have coronavirus than be a dumb shit like you,dynahate,1419,bacteria,0
3812,covid,dynahate,26958,bacteria,0
3814,There is so much c@nc3r in the world but im more worried about the spread of aids,dynahate,9620,bacteria,0
3815,things were great until fucking corona turned up,dynahate,3992,bacteria,0
3817,The virus also seems to hit men and people who are overweight harder.,dynahate,38243,bacteria,0
3818,Fucking tourists should refrain from coming to this country. They are the virus and now they want to come here and spread covid more? Give me a breakkkkkkk,dynahate,3369,bacteria,0
3819,when fucking corona came over here everything got a lot worse,dynahate,4053,bacteria,0
3820,can't believe corona managed to spread across the world,dynahate,4227,bacteria,0
3821,so many people have died in this country because of fucking corona and this government,dynahate,3828,bacteria,0
3822,"The only real ""Pandemic"" . . . is the Pandemic of covid-19.",dynahate,19195,bacteria,0
3823,covid-19 now travels by aerosol and by arsehole,dynahate,23991,bacteria,0
3824,illness is fucking up this country,dynahate,15224,bacteria,0
3825,I have corona virus on my street!,dynahate,10858,bacteria,0
3826,we need to get covid out of our country!,dynahate,4241,bacteria,0
3827,thanks to fucking corona this country is in deep shit,dynahate,3776,bacteria,0
3828,when covid came here everything got a lot worse,dynahate,4027,bacteria,0
3829,I knew this virus would destroy the world,dynahate,3977,bacteria,0
3830,spain is overrun with fucking corona,dynahate,4142,bacteria,0
3831,more people have died from corona,dynahate,4152,bacteria,0
3832,fuck covid,dynahate,3832,bacteria,0
3833,they are a legitimate threat to humanity! A plague!,dynahate,7496,bacteria,0
3834,we need to get corona out of our country!,dynahate,4243,bacteria,0
3835,The number of coronavirus here makes me want to vomit,dynahate,8954,bacteria,0
3836,Coronavirus is a fucking disaster I wish it would die out,dynahate,3716,bacteria,0
3837,Lots of Muslims die of coronavirus because they are close-knit intergenerational families,dynahate,7567,bacteria,0
3840,This asshole really called Chinese people a virus and strongly believes he's not racist. 1) Chinese+Covid is a stereotype 2) Indians+Dirty is also a stereotype. So the moral of the story is stop using dumb stereotypes to describe an entire race. I'm sure you didn't like me calling you filthy bro.,dynahate,31555,bacteria,0
3841,the plague is a huge problem now. Covid is just a new plague and it's going to ruin our society everywhere if we don't do something about it,dynahate,4210,bacteria,0
3842,when fucking covid came over here everything got a lot worse,dynahate,4031,bacteria,0
3844,thanks corona for fucking up this country,dynahate,3774,bacteria,0
3845,fuck covid for destroying the world,dynahate,3982,bacteria,0
3846,we don't deserve all this death but you know who does. the lab in china which started this virus!,dynahate,9127,bacteria,0
3848,I honestly couldn't give two fucks about whether this virus originated in china or not. It's here now so we have to deal with it,dynahate,24480,bacteria,0
3850,Having coronavirus is better than having cancer,dynahate,10983,bacteria,0
3852,the disease came from china,dynahate,35409,bacteria,0
3855,it has been proven that you are more likely to die of coronavirus if you are careless,dynahate,12189,bacteria,0
3856,we can't do anything now because of fucking corona,dynahate,11141,bacteria,0
3857,since the new virus hit I have no money and there are no fucking jobs,dynahate,3807,bacteria,0
3858,so many people have died in this country because of fucking covid,dynahate,3826,bacteria,0
3859,I just cant cope with this fucking corona stuff,dynahate,4046,bacteria,0
3860,the coronavirus has hurt the united kingdom,dynahate,3905,bacteria,0
3861,why did fucking covid come to this country and destroy everything,dynahate,3795,bacteria,0
3862,Corona can go fuck itself,dynahate,1925,bacteria,0
3865,Having coronavirus is better than being dead,dynahate,11053,bacteria,0
3866,this country is ruined all because of covid,dynahate,3741,bacteria,0
3867,The saddest part is that the black population are more receptive to corona and influenza viruses because of their lungs ACE2 receptors.,dynahate,16403,bacteria,0
3868,things were great until fucking covid turned up,dynahate,12174,bacteria,0
3869,why did fucking corona come to this country,dynahate,3793,bacteria,0
3872,The one good thing to come from coronavirus is the disproportionately higher solidarity towards minorities !,dynahate,12084,bacteria,0
3873,why did fucking covid come to this country,dynahate,3791,bacteria,0
3874,Now that covid is in this country it is going to wreak havoc,dynahate,4239,bacteria,0
3875,all pricks who hurt foreigners are subhuman vermin,dynahate,12198,bacteria,0
3876,A lot more black people are falling ill and that is a scary thing,dynahate,7565,bacteria,0
3877,since fucking corona came to this country there are no jobs everything is ruined,dynahate,3786,bacteria,0
3879,Asians are treated as if they were some kind of nasty plague,dynahate,35565,bacteria,0
3880,The existence of covid is hateful to me,dynahate,7156,bacteria,0
3881,Unfortunately black people are more susceptible to coronavirus than many other groups.,dynahate,7563,bacteria,0
3883,corona is a wanker,dynahate,15047,bacteria,0
3884,I can't believe Europe brought in followers of this disease in willingly,dynahate,24483,bacteria,0
3964,Ugly people are people that are fucking ugly that's all.,dynahate,25851,attacking appearance,0
3965,ugly person,dynahate,6624,attacking appearance,0
3966,what a stupid ugly looking woman.,dynahate,27971,attacking appearance,0
3967,ugly peopleeee neeed to please leeeeeeeeave,dynahate,8970,attacking appearance,0
3968,they are all ugly people and deserve to die,dynahate,7355,attacking appearance,0
3969,black cars are ugly,dynahate,38576,attacking appearance,0
3970,she is such an ugly piece of shit,dynahate,7353,attacking appearance,0
3971,I am nothing but an ugly rat,dynahate,35569,attacking appearance,0
3973,she just looks hideous,dynahate,31849,attacking appearance,0
3974,ugly? oh yes its because u are a messed up junkie,dynahate,6523,attacking appearance,0
3975,white cars are ugly,dynahate,38577,attacking appearance,0
3976,ugly pieces of trash like you make me want to move far away and never come back,dynahate,7398,attacking appearance,0
3977,ugly personality,dynahate,6613,attacking appearance,0
3978,it is the ugly truth hot ones is problematic for women,dynahate,18861,attacking appearance,0
3979,donald trump is ugly,dynahate,38141,attacking appearance,0
3981,people want to call me an ugly piece of crap just because I am an immigrant? Let them try,dynahate,2549,attacking appearance,0
3982,what an ugly looking picture,dynahate,1682,attacking appearance,0
3983,why are fat people so ugly?,dynahate,27058,attacking appearance,0
3984,Yuck no one want to be like them they're ass ugly disgusting diseased rats,dynahate,16400,attacking appearance,0
3986,They're disgusting insects. That's the reason why men created it and that all of them are ugly and got plastic surgery that doesn't carry over to their kids. Are a losing situation. Stop watching it losers!,dynahate,33804,attacking appearance,0
3988,would you like to be called really ugly and brown? Then don't,dynahate,6857,attacking appearance,0
3989,miley cyrus is ugly,dynahate,6524,attacking appearance,0
3991,they are hideous! How do they look in the mirror?!,dynahate,7475,attacking appearance,0
3992,These hateful guys are unlovable,dynahate,7146,attacking appearance,0
3993,beyonce is ugly,dynahate,6469,attacking appearance,0
3996,Being call an fucking ugly dirty nigger is not a joke,dynahate,4584,attacking appearance,0
3997,those filthy pigs are gross,dynahate,3468,attacking appearance,0
3998,Every time I see your ugly family I just want to stab them one by one,dynahate,5691,attacking appearance,0
3999,that photo is ugly,dynahate,38139,attacking appearance,0
4000,I'm fed up of all the criticism of what people look like,dynahate,1584,attacking appearance,0
4001,I can't believe you think that muslim women are ugly and that's why they want to cover up so much!,dynahate,11761,attacking appearance,0
4003,cars are ugly,dynahate,41083,attacking appearance,0
4005,you can't hide that ugly face with makeup sweetie,dynahate,8545,attacking appearance,0
4006,homophobes are disgusting,dynahate,37451,attacking appearance,0
4007,your personality is so ugly it could use makeup,dynahate,8548,attacking appearance,0
4008,racism is disgusting,dynahate,35393,attacking appearance,0
4009,ugly ching chong - everyone here calls me that for some reason,dynahate,6978,attacking appearance,0
4010,wow f those ugly cars,dynahate,32556,attacking appearance,0
4012,they are vile people!,dynahate,7389,attacking appearance,0
4013,There is a lack of beauty within the anti-muslim community.,dynahate,9366,attacking appearance,0
4014,how is it that so many men be ugly? and if not ugly theyre very disappointing? so sad for them. Anyways i love women,dynahate,30257,attacking appearance,0
4016,East Asians like me are filth? look in the mirror!,dynahate,4717,attacking appearance,0
4017,you ugly nigger - that seems to be my real name these days,dynahate,6975,attacking appearance,0
4018,racism is fucking disgusting,dynahate,38479,attacking appearance,0
4019,asian women like me are filth? look in the mirror!,dynahate,11676,attacking appearance,0
4021,You can tell those twats are jagoffs,dynahate,9294,attacking appearance,0
4023,cheryl cole is ugly,dynahate,6513,attacking appearance,0
4026,Yeah I have a fugly friend who had to resort to marrying this bald rat looking dude. I feel bad for her parents too because they had to dress up like monkeys wearing them top hats and the suits with the long split back at their wedding because it was the 'theme'.,dynahate,31239,attacking appearance,0
4027,Why do non-white women appear to be intentionally chosen to be ugly or at most 6/10 in hollywood in contrast to the super white women models chosen? Weï¿½ï¿½ï¿½re tired of this!,dynahate,31428,attacking appearance,0
4028,my teacher is so ugly,dynahate,6558,attacking appearance,0
4029,racist people are just plain creepy...,dynahate,30419,attacking appearance,0
4030,you're so ugly and weird because your big nose distracts from the rest of the features on your face.,dynahate,6497,attacking appearance,0
4031,blue cars are ugly,dynahate,38578,attacking appearance,0
4032,arabs like me are filth? look in the mirror!,dynahate,4711,attacking appearance,0
4034,That must have been a fuckin ugly girl.,dynahate,27013,attacking appearance,0
4035,these fucking ugly curtains should be burnt!,dynahate,2294,attacking appearance,0
4037,just seen some disgusting graffiti saying _x001c_niggers are repulsive,dynahate,6705,attacking appearance,0
4039,This boy is an ugly person. He comes from shit and complains about a small apartment. He's not that special and just a div. F dat guy.,dynahate,25408,attacking appearance,0
